"","subID","phase","ln_Fz","pre_MFT","delta_MFT_rest"
"857","l11","b17",0.837338790021411,1.04134092272495,-0.20400213270354
"858","l11","b18",1.07131823484377,1.04134092272495,0.0299773121188183
"859","l11","b19",1.01471917425154,1.04134092272495,-0.0266217484734128
"860","l11","b20",0.835633953884384,1.04134092272495,-0.205706968840567
"861","l11","pretest",1.04134092272495,1.04134092272495,0
"862","l12","b01",-0.392468776998256,-0.815878157112642,0.423409380114386
"863","l12","b02",-0.432555746797176,-0.815878157112642,0.383322410315465
"864","l12","b03",-0.309623930081729,-0.815878157112642,0.506254227030912
"865","l12","b04",-0.56505707046115,-0.815878157112642,0.250821086651491
"866","l12","b05",-0.482913981913618,-0.815878157112642,0.332964175199023
"867","l12","b06",-0.260575533201228,-0.815878157112642,0.555302623911414
"868","l12","b07",-0.377820944027096,-0.815878157112642,0.438057213085545
"869","l12","b08",-0.411427280794489,-0.815878157112642,0.404450876318153
"870","l12","b09",-0.317297042065801,-0.815878157112642,0.49858111504684
"871","l12","b10",-0.32673582972941,-0.815878157112642,0.489142327383232
"872","l12","b11",-0.421228633656847,-0.815878157112642,0.394649523455795
"873","l12","b12",-0.451702958732953,-0.815878157112642,0.364175198379689
"874","l12","b13",-0.401650656220548,-0.815878157112642,0.414227500892094
"875","l12","b14",-0.400737751770668,-0.815878157112642,0.415140405341974
"876","l12","b15",-0.331153907884621,-0.815878157112642,0.48472424922802
"877","l12","b16",-0.437476268354839,-0.815878157112642,0.378401888757803
"878","l12","b17",-0.487059066839071,-0.815878157112642,0.328819090273571
"879","l12","b18",-0.476290124514871,-0.815878157112642,0.339588032597771
"880","l12","b19",-0.442363698684468,-0.815878157112642,0.373514458428174
"881","l12","b20",-0.572116530546588,-0.815878157112642,0.243761626566054
"882","l12","pretest",-0.815878157112642,-0.815878157112642,0
"883","l13","b01",0.605355535619822,0.280670268616966,0.324685267002856
"884","l13","b02",0.54266916957934,0.280670268616966,0.261998900962374
"885","l13","b03",0.641786999279582,0.280670268616966,0.361116730662616
"886","l13","b04",0.519483857159031,0.280670268616966,0.238813588542065
"887","l13","b05",0.452956208011959,0.280670268616966,0.172285939394993
"888","l13","b06",0.487746225523852,0.280670268616966,0.207075956906887
"889","l13","b07",0.442525068241007,0.280670268616966,0.161854799624042
"890","l13","b08",0.531824297525354,0.280670268616966,0.251154028908389
